hecho_sancionado,instrumento_legal_inflingido,losma_35,gravedad_falta,inversion,tipologia,vias_de_ingreso,tamaño_unidad
"Retardo en la ejecución de la viverización de semillas para ejecutar las medidas de compensación vinculadas a la reforestación y enriquecimiento los sitios prioritarios Cordón de Cantillana, La Roblería/Cordillera de la Costa y Chocalán y El Roble.",RCA,a,Graves,77.0,B,EIA,53.9
Falta de construcción de tubería adicional de transporte de purines de cerdos procesados desde el plantel Basal hacia el plantel Campesino para situaciones de contingencia.,RCA,a,Leves,5.83,L,DIA,4.0809999999999995
"La obtención, con fecha 08 de enero de 2020 de un Nivel de Presión Sonora Corregidos (NPC) de 77 dB(A), medición efectuada en horario diurno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"B1.: La omisión de realizar los monitoreos fotograficos que permitan registrar cambios en el aspecto y vegetación dominante que se encuentra en el turbal, de acuerdo a lo establecido en el considerando 7.1 de la RCA N°72/2007.",RCA,a,Leves,0.12,I,DIA,0.08399999999999999
"La obtención, con fecha 29 de julio de 2018, de Niveles de Presión Sonora Corregidos (NPC) de 76 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Graves,,,,
"La obtención, con fecha 7 de diciembre de 2021, de unos Niveles de Presión Sonora Corregidos (NPC) de 58 dB(A) y 51 dB(A), medición efectuada en horario nocturno, en condición externa y en receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"Implementación deficiente de las medidas de defensa o alteración del cauce, lo que se manifiesta en: -No construir las obras de protección de riberas necesarias en aquellas zonas donde el cauce existente no será modificado, según lo constatado en la fiscalización de 5 de marzo del año 2018. -No ejecutar obras de desvío y protección de las aguas lluvias. -No construir las Piscinas de Decantación N° 1 y 2, requeridas para retener los sedimentos arrastrados por las aguas del estero -No realizar el monitoreo del estero una vez al año en el punto de descarga, ni el monitoreo visual periódico.",RCA,a,Graves,1.6,I,DIA,1.1199999999999999
"C.2. En el resultado de la ER para el parámetro NOx indicado en la Tabla 16 del informe, se aplicó el criterio del límite :5: 15 ppm. De acuerdo a lo establecido en la Tabla 4 del protocolo, este valor límite se aplica sólo cuando la especificación de los límites del 20% y 10% no se logran. El informe presentado por la entidad de inspección, no dio cuenta de este análisis sobre si cumplió o no con dichas especificaciones previas.",RSMA,d,Leves,,,,
"La obtención, con fecha 14 de febrero de 2020, de un Nivel de Presión Sonora Corregido (NPC) de 52 dB(A), medición efectuada en horario nocturno, en condición externa y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"No haber realizado la medición discreta de MP, según la periodicidad establecida en el art. 44 del D.S. N° 48/2015 para los periodos correspondientes al 23.07.2020-23.07.2021 y 23.07.2021-23.07.2022, a la caldera del establecimiento con registro SSÑUB-334, cuyo combustible es leña.",PPDA,c,Leves,,,,
"Alteración artificial, entre los meses de marzo y junio de 2019, de la columna de agua y fondo marino del CES Aracena 14, incluyendo la sepultación del sedimento bajo la zona de las balsas jaula, sin la correspondiente autorización sectorial, producto de los resultados anaeróbicos de los muestreos de información ambiental",RCA,a,Graves,0.0,N,DIA,0.0
"Informes de Monitoreo de Cubierta Vegetal asociados a la construcción de la línea de flujo comprendida entre el pozo Konawentru 9 y el punto de empalme con la línea de flujo proveniente del pozo Konawentru A-4; del ducto comprendido entre el pozo Konawentru 7 y el punto de empalme con la línea de flujo proveniente del pozo Konawentru A-4; y del ducto comprendido entre el pozo Konawentru X-1 y la Batería Pampa Largacarecen, carecen de información relevante para su análisis, particularmente fecha de realización del monitoreo y metodología de determinación del prendimiento obtenido.",RCA,a,Leves,73.0,I,DIA,51.099999999999994
"NO REPORTAR LOS MONITOREOS DE AUTOCONTROL DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó los monitoreos de autocontrol de su programa de monitoreo correspondiente a los meses de diciembre del año 2019; enero del año 2020; y, noviembre del año 2021; según se detalla en la Tabla N° 1.1 del Anexo N° 1 de la presente Resolución.",NE,g,Leves,,,,
"Realizar el monitoreo de los efluentes líquidos tomando muestras en un solo lugar (aspersor) y no en los dos que establece la RCA, esto es, antes (embalse) y después de la aplicación.",RCA,a,Leves,0.015,O,DIA,0.010499999999999999
C.4. No se observó la aplicación de los t iempos de respuesta en la ejecución de los ensayos de Exactitud Relativa (ER) para efectos de contrastar los valores de medición del CEMS y el Método de Referencia en un mismo rango horario.,RSMA,d,Leves,,,,
"Las lámparas de haluro metálico que forman parte del alumbrado público de Calle Arturo Prat, no cuentan con certificación de cumplimiento de los límites de emisión conjunta.",NE,h,Leves,,,,
"El establecimiento industrial no reportó información asociada a los remuestreos durante los meses de febrero, marzo, abril, mayo, junio, julio, agosto, septiembre, octubre y diciembre del año 2014; y enero, febrero y marzo del año 2015.",NE,h,Leves,,,,
"El efluente líquido derivado del proceso de la Planta de Pellets, y que contiene relaves, ha sido descargado al mar bajo las siguientes condiciones: (i) Con un porcentaje de sólidos inferiores al 50%; y (ii) Por un caudal superior al que fue aprobado ambientalmente, correspondiente a 4.700 m3/día, según consta en Tabla N° 7 del capítulo V, de la Formulación de Cargos.",RCA,a,Graves,347.0,K,EIA,242.89999999999998
"""La presencia de los cercos perimetrales de protección en los sitios arqueológicos """"Antiguo poblado de Choquelimpie"""" y """"Choquelimpie 2"""", pese a que se encuentra finalizada la etapa de cierre y abandono del Proyecto. """,RCA,a,Leves,0.5,I,DIA,0.35
Omisión de reportar y dar aviso del impacto ambiental no previsto consistente en la ineficacia de las medidas de mitigación y compensación implementadas ante el impacto negativo identificado como “efecto barrera para la fauna”.,RCA,a,Graves,6.424,E,EIA,4.4968
"Extracción de un caudal medio anual de 452,3 L/s para el año operacional de octubre de 2019 a septiembre de 2020, excediendo el límite del caudal medio anual de 442 L/s autorizado por la RCA N°21/2016 y sobreextrayendo un porcentaje adicional de 2,3% respecto al caudal límite.",RCA,a,Leves,17.0,I,EIA,11.899999999999999
"Superar la producción máxima autorizada en el CES PUNTA GODDARD, durante el ciclo productivo ocurrido entre el 09 de octubre de 2017 al 12 de mayo de 2019.",RCA,a,Graves,2.4,N,DIA,1.68
"No se adoptan las medidas necesarias para evitar el vertimiento de residuos sólidos que tienen como causa la actividad acuícola, se detecta la presencia de restos de planzas en el fondo marino bajo la plataforma flotante de acopio de residuos.",RCA,a,Leves,3.0,N,DIA,2.0999999999999996
"Construcción de sistema de recirculación de residuos líquidos distinto a lo establecido en la Resolución de Calificación, al no contar con dos de las piscinas de recirculación de 350 m3, y presentar las otras, dimensiones distintas a las evaluadas ambientalmente.",RCA,a,Leves,8.0,M,DIA,5.6
"La empresa no da cumplimiento, en forma plazo modo y plazo, al requerimiento de información efectuado por esta Superintendencia a través de la Resolución Exenta D.S.C. N° 46 de 10 de enero del año 2020.",Requerimientos de Información,j,Graves,0.16,O,DIA,0.11199999999999999
"Existencia de un área destinada a rechazos adyacente a la bodega de residuos inflamables, no techada ni delimitada, con acopio de residuos al momento de la inspección de 3 de mayo de 2016, no autorizada por la RCA",RCA,a,Leves,,,,
"B.2 Los despachos de material ensilado no se ajustan a la frecuencia establecida en la RCA, esto es, de al menos uno por semana.",RCA,a,Leves,0.0,N,DIA,0.0
El canal excavado que recorre la fase IV y colecta las aguas lluvias que provienen del cerro “12 de febrero” no presenta continuidad en toda su extensión.,RCA,a,Leves,0.0,I,DIA,0.0
"Superación de los límites establecidos por el DS N° 90 respecto del parámetro de Aceites y Grasas en el RIL Verde en febrero de 2013 y en enero, marzo, mayo, junio, julio y diciembre de 2014. (Tabla N°5 y 6).",RCA,a,Leves,0.15,,DIA,0.105
Falta de entrega de información solicitada en el Requerimiento en acta de inspección ambiental de fecha 28 de febrero de 2020.,Requerimientos de Información,j,Leves,1.07,,DIA,0.749
B.6 Se constata la presencia de residuos correspondientes a trozos de plumavit en las zonas adyacentes al centro de cultivo,RCA,a,Leves,0.0,N,DIA,0.0
"No haber realizado la medición de sus emisiones de MP, mediante una medición anual discreta para su horno tipo chileno a pellet.",PPDA,c,Leves,,,,
Derramamiento de Material Orgánico al Medioambiente.,RCA,a,Leves,0.0015,O,DIA,0.00105
"La obtención, con fecha 11 de enero de 2018, de Nivel de Presión Sonora Corregido (NPC) de 71 dB(A), medido en receptor sensible ubicado en zona II, en condición interna y con ventana cerrada, en horario nocturno.",NE,h,Leves,,,,
"La obtención, con fecha 04 de marzo de 2021, de un Nivel dePresión Sonora Corregido (NPC) de 72 dB(A), medición efectuada en horario diurno, en condición interna con ventana abierta, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
La operación y mantención de sistema de tratamiento de RILes del Sistema de ensilaje no se realiza conforme a sus indicaciones técnicas,RCA,a,Leves,2.0,N,DIA,1.4
"Centro Bahía Tranquila 1 A.4 Falta de pontón y sus asociados. A.4.1 No existe pontón (Artefacto Naval) que sea utilizado como habitabilidad, sino sólo una Nave que cumple dicha labor, la cual posee características distintas a las descritas en el proyecto aprobado ambientalmente. A.4.2 Antenas utilizadas para proveer los servicios de transmisión de datos y comunicaciones, han sido instaladas en el sector del borde costero adyacente al centro Entrada Bahía Tranquila 2 y no en pontón de habitabilidad. A.4.3 Centro no cuenta con equipos desalinizadores para la potabilización del agua.",RCA,a,Leves,2.4,N,DIA,1.68
"NO REPORTAR LOS MONITOREOS DE AUTOCONTROL DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó los monitoreos de autocontrol de su Programa de Monitoreo (Res. Ex. DIRECTEMAR N° 24, de fecha 8 de enero de 2010) correspondiente a los meses de diciembre del año 2020 hasta enero del año 2022, conforme se detalla en la Tabla N° 1.1del Anexo 1 de la presente Resolución.",NE,g,Leves,,,,
"La realización de actividades de análisis asociadas a alcances no autorizados en los Informes de Resultados N° 190042323, N° 190042324 y N° 190042326, según se detalla en la Tabla N° 3 de la Res. Ex. N° 1/Rol F-003-2023.",Otro,d,Graves,,,,
No analizar el parámetro de la profundidad de la napa subterránea al momento de realizar la muestra de aguas subterráneas.,RCA,a,Leves,0.0004,O,DIA,0.00028
Superar la producción máxima autorizada en el CES Melchor 716 durante el ciclo productivo que se extendió desde noviembre de 2019 a febrero de 2021.,RCA,a,Graves,2.0,N,DIA,1.4
"G4. En los sitios arqueologicos N°14 y N°15 la distancia que separa el cerco perimetral de los restos arqueologicos es de 8,5 metros en sectores más cercanos, en circunstancias que la distancia de buffer establecida en la RCA 10/10 es de 20 mts.",RCA,a,,12.5,I,DIA,8.75
No remisión de facturas ni resolución sanitaria de la empresa que realizó el retiro y transporte de residuos de construcción anteriores a aquellos constatados en terreno a la Superintendencia del Medio Ambiente.,RCA,a,Leves,1.5,L,DIA,1.0499999999999998
"No haber realizado la medición de sus emisiones de MP mediante un muestreo isocinético que permita acreditar el cumplimiento de los límites de emisión establecidos en el artículo 40 del D.S. N° 48/2015, para la caldera a leña con número de registro SSÑUB-88 en el Ministerio de Salud y con una potencia térmica mayor a 75 kWt.",PPDA,c,Leves,,,,
"El establecimiento industrial presentó superación del límite máximo permitido del D.S. N° 90/2000 para los parámetros sulfuros, fósforo, pH y DBO5, en la forma señalada en la Tabla 3 de la presente formulación de cargos.",NE,g,Leves,,,,
"""C1. LA existencia de indicios de explotación de la turbera, tales como canales de drenaje activos y de bloques de turba en la zona denominada """"Zona de Explotación B"""". Dicha zona se excluye expresamente de la explotación según lo indicado en ambos proyectos. """,RCA,a,Leves,0.12,I,DIA,0.08399999999999999
"El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su Programa de Monitoreo (Res. Ex. SMA N° 342, de fecha 20 de abril de 2016), para los siguientes parámetros durante los períodos que a continuación se indican, y que se detallan en la Tabla Nº 5 del Anexo de la presente Resolución: a)	Caudal: en abril del 2018; y marzo, abril, y diciembre del 2019. b)	pH: en diciembre del 2017; enero, marzo, abril, mayo, junio, julio, agosto, septiembre, octubre, noviembre, y diciembre del 2018; enero, febrero, marzo, abril, mayo, junio, julio, agosto, septiembre, noviembre, y diciembre del 2019; y, en enero y abril del 2020. c)	Temperatura: marzo, abril y noviembre del 2019; y en abril del 2020.",NE,g,Leves,,,,
